      Iteration        x-coord        y-coord              u              v              M              p              T            rho
              0              0           0.72      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.73      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.74      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.75      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.76      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.77      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.78      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.79      604.24921              0              2        1090.16         227.13      0.0167207
              0              0            0.8      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.81      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.82      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.83      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.84      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.85      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.86      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.87      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.88      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.89      604.24921              0              2        1090.16         227.13      0.0167207
              0              0            0.9      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.91      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.92      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.93      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.94      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.95      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.96      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.97      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.98      604.24921              0              2        1090.16         227.13      0.0167207
              0              0           0.99      604.24921              0              2        1090.16         227.13      0.0167207
              0              0              1      604.24921              0              2        1090.16         227.13      0.0167207
              1 0.008609271523              0      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.01      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.02      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.03      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.04      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.05      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.06      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.07      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.08      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.09      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523            0.1      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.11      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.12      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.13      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.14      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.15      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.16      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.17      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.18      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.19      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523            0.2      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.21      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.22      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.23      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.24      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.25      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.26      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.27      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.28      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.29      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523            0.3      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.31      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.32      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.33      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.34      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.35      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.36      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.37      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.38      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.39      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523            0.4      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.41      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.42      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.43      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.44      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.45      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.46      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.47      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.48      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.49      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523            0.5      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.51      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.52      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.53      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.54      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.55      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.56      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.57      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.58      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.59      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523            0.6      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.61      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.62      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.63      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.64      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.65      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.66      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.67      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.68      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.69      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523            0.7      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.71      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.72      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.73      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.74      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.75      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.76      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.77      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.78      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.79      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523            0.8      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.81      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.82      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.83      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.84      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.85      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.86      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.87      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.88      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.89      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523            0.9      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.91      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.92      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.93      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.94      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.95      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.96      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.97      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.98      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523           0.99      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              1 0.008609271523              1      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305              0      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.01      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.02      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.03      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.04      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.05      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.06      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.07      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.08      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.09      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305            0.1      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.11      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.12      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.13      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.14      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.15      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.16      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.17      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.18      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.19      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305            0.2      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.21      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.22      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.23      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.24      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.25      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.26      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.27      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.28      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.29      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305            0.3      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.31      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.32      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.33      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.34      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.35      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.36      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.37      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.38      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.39      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305            0.4      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.41      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.42      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.43      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.44      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.45      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.46      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.47      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.48      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.49      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305            0.5      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.51      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.52      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.53      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.54      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.55      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.56      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.57      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.58      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.59      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305            0.6      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.61      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.62      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.63      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.64      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.65      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.66      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.67      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.68      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.69      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305            0.7      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.71      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.72      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.73      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.74      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.75      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.76      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.77      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.78      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.79      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305            0.8      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.81      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.82      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.83      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.84      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.85      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.86      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.87      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.88      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.89      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305            0.9      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.91      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.92      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.93      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.94      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.95      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.96      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.97      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.98      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305           0.99      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              2  0.01721854305              1      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457              0      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.01      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.02      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.03      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.04      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.05      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.06      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.07      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.08      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.09      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457            0.1      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.11      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.12      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.13      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.14      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.15      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.16      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.17      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.18      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.19      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457            0.2      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.21      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.22      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.23      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.24      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.25      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
              3  0.02582781457           0.26      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
