      Iteration        x-coord        y-coord              u              v              M              p              T            rho
             40   0.3443708609   0.4122903489      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.4222515294      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609     0.43221271      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.4421738905      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609    0.452135071      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.4620962516      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.4720574321      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.4820186126      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.4919797931      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5019409737      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5119021542      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5218633347      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5318245152      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5417856958      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5517468763      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5617080568      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5716692373      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5816304179      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.5915915984      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.6015527789      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.6115139595      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609     0.62147514      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.6314363205      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609    0.641397501      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.6513586816      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.6613198621      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.6712810426      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.6812422231      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.6912034037      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7011645842      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7111257647      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7210869453      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7310481258      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7410093063      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7509704868      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7609316674      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7708928479      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7808540284      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.7908152089      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.8007763895      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609     0.81073757      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.8206987505      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609    0.830659931      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.8406211116      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.8505822921      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.8605434726      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.8705046532      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.8804658337      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.8904270142      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9003881947      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9103493753      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9203105558      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9302717363      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9402329168      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9501940974      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9601552779      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9701164584      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9800776389      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609   0.9900388195      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             40   0.3443708609              1      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325 0.004635160982     578.980403    50.65422166    1.857206975    1433.379948    243.6806105  0.02049135588
             41   0.3529801325  0.01458880937    571.2644766    51.97849564    1.819039235    1449.520824     247.441931  0.02040711012
             41   0.3529801325  0.02454245776    568.1021294    51.93271964    1.811022623    1451.093576    246.9002534  0.02047407213
             41   0.3529801325  0.03449610615    579.3857641    36.61443838    1.865005029    1332.573466    241.1064884  0.01925362943
             41   0.3529801325  0.04444975454    595.7364584    13.51106148    1.951022053     1172.94402     232.118438  0.01760345812
             41   0.3529801325  0.05440340293    602.8862632    2.314971261    1.991947183    1103.772609    227.9417365  0.01686887443
             41   0.3529801325  0.06435705132    604.1438519    0.182160527    1.999391847     1091.22327    227.1889665  0.01673234182
             41   0.3529801325  0.07431069971    604.2465115 0.004674040721     2.00000319    1090.187264    227.1272469  0.01672099869
             41   0.3529801325   0.0842643481    604.24920842.906871304e-06    2.000019257    1090.160017    227.1256249  0.01672070019
             41   0.3529801325  0.09421799649      604.249213.412707959e-13    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.1041716449      604.24921-2.578079567e-29    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.1141252933      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.1240789417      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.1340325901      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.1439862384      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.1539398868      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.1638935352      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.1738471836      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325    0.183800832      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.1937544804      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.2037081288      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.2136617772      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.2236154256      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325    0.233569074      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.2435227223      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.2534763707      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.2634300191      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.2733836675      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.2833373159      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.2932909643      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.3032446127      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.3131982611      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.3231519095      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.3331055579      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.3430592062      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.3530128546      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325    0.362966503      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.3729201514      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.3828737998      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.3928274482      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.4027810966      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325    0.412734745      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.4226883934      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.4326420418      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.4425956901      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.4525493385      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.4625029869      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.4724566353      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.4824102837      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.4923639321      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.5023175805      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.5122712289      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.5222248773      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.5321785257      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.5421321741      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.5520858224      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.5620394708      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.5719931192      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.5819467676      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325    0.591900416      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.6018540644      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.6118077128      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.6217613612      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.6317150096      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325    0.641668658      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.6516223063      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.6615759547      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.6715296031      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.6814832515      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.6914368999      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.7013905483      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.7113441967      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.7212978451      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.7312514935      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.7412051419      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.7511587902      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.7611124386      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325    0.771066087      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.7810197354      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.7909733838      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.8009270322      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.8108806806      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325    0.820834329      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.8307879774      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.8407416258      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.8506952741      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.8606489225      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.8706025709      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.8805562193      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.8905098677      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.9004635161      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.9104171645      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.9203708129      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.9303244613      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.9402781097      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325    0.950231758      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.9601854064      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.9701390548      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.9800927032      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325   0.9900463516      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             41   0.3529801325              1      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404 0.005388374641     580.120539    50.75397065    1.860870865    1433.606935    243.6788681  0.02049474739
             42    0.361589404  0.01533449089    572.0536039    51.01058106    1.822756164    1441.608837    247.0348531  0.02032916546
             42    0.361589404  0.02528060715    566.8410646    53.66643732    1.805468347    1465.243579     247.468921  0.02062621344
             42    0.361589404   0.0352267234    572.1439709    46.54240134    1.829965665    1408.136515    244.8451517  0.02003473476
             42    0.361589404  0.04517283966    588.0979874    24.63344973    1.909637123    1246.904467     236.407525  0.01837393729
             42    0.361589404  0.05511895591      600.27197    6.569619037     1.97671922     1129.39827    229.4882662  0.01714419029
             42    0.361589404  0.06506507216    603.7280956   0.8956327739     1.99692167    1095.400559    227.4384986  0.01677796654
             42    0.361589404  0.07501118842    604.2141505  0.06068819736    1.999810418     1090.51408     227.146707  0.01672457836
             42    0.361589404  0.08495730467    604.2483752  0.00144588741    2.000014294    1090.168434     227.126126   0.0167207924
             42    0.361589404  0.09490342092    604.24920958.996300063e-07    2.000019264    1090.160005    227.1256242  0.01672070006
             42    0.361589404   0.1048495372      604.249215.350598678e-14    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.1147956534      604.24921-8.785163487e-30    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.1247417697      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.1346878859      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.1446340022      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.1545801184      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.1645262347      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404    0.174472351      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.1844184672      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.1943645835      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.2043106997      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404    0.214256816      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.2242029322      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.2341490485      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.2440951647      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404    0.254041281      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.2639873972      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.2739335135      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.2838796297      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404    0.293825746      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.3037718622      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.3137179785      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.3236640948      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404    0.333610211      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.3435563273      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.3535024435      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.3634485598      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404    0.373394676      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.3833407923      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.3932869085      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.4032330248      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404    0.413179141      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.4231252573      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.4330713735      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.4430174898      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.4529636061      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.4629097223      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.4728558386      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.4828019548      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.4927480711      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5026941873      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5126403036      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5225864198      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5325325361      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5424786523      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5524247686      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5623708848      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5723170011      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5822631173      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.5922092336      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6021553499      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6121014661      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6220475824      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6319936986      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6419398149      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6518859311      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6618320474      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6717781636      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6817242799      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.6916703961      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7016165124      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7115626286      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7215087449      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7314548612      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7414009774      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7513470937      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7612932099      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7712393262      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7811854424      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.7911315587      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.8010776749      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.8110237912      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.8209699074      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.8309160237      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.8408621399      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.8508082562      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.8607543724      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.8707004887      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404    0.880646605      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.8905927212      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.9005388375      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.9104849537      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404     0.92043107      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.9303771862      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.9403233025      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.9502694187      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404    0.960215535      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.9701616512      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.9801077675      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404   0.9900538837      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             42    0.361589404              1      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.0061415883     580.261167      50.766274    1.861289929    1433.790184    243.6872555  0.02049666161
             43   0.3701986755  0.01608017242    572.7484988     50.2360586    1.826069352    1435.089069    246.6743499  0.02026680129
             43   0.3701986755  0.02601875653    567.3170335    53.05932871    1.807744216    1460.348017    247.2079091  0.02057900389
             43   0.3701986755  0.03595734065    567.7489602    52.58913974    1.809583794    1456.349696    247.0403498     0.02053658
             43   0.3701986755  0.04589592477    579.4246726    36.70960473    1.865257974    1333.204822    241.0783377  0.01926500087
             43   0.3701986755  0.05583450889    595.2798268     14.2659698    1.948493049    1177.715524    232.3786766  0.01765527436
             43   0.3701986755    0.065773093    602.5301863    2.911701256    1.989853901    1107.319246    228.1537907  0.01690734851
             43   0.3701986755  0.07571167712     604.056588   0.3326364025    1.998872625    1092.102621    227.2413973  0.01674196168
             43   0.3701986755  0.08565026124    604.2376593  0.02000231351    1.999950453    1090.276686    227.1325705  0.01672197828
             43   0.3701986755  0.09558884535    604.24895170.0004473718653    2.000017728     1090.16261    227.1257792  0.01672072859
             43   0.3701986755   0.1055274295    604.24920992.786365416e-07    2.000019266    1090.160002     227.125624  0.01672070002
             43   0.3701986755   0.1154660136      604.249211.489855216e-13    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.1254045977      604.24921-3.222213195e-31    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.1353431818      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.1452817659      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.1552203501      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.1651589342      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.1750975183      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.1850361024      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.1949746865      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.2049132706      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.2148518548      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.2247904389      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755    0.234729023      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.2446676071      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.2546061912      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.2645447753      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.2744833595      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.2844219436      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.2943605277      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.3042991118      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755   0.3142376959      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
             43   0.3701986755     0.32417628      604.24921              0    2.000019267        1090.16    227.1256239      0.0167207
